"Country";"Language";"Reach";"Sentiment";"Key Phrases";"Keywords";"Twitter Authority";"Twitter Client";"Twitter Followers";"Twitter Following";"Alternate Date Format";"Time";"State";"City"
"Brazil";"Portuguese";640;"Negative";;"#useamarelo";5;"Twitter for iPhone";640;1058;"Jul 7, 2020";1:16 PM;"Pará";"Belém"
"Brazil";"Portuguese";253;"Neutral";;"#useamarelo";4;"Twitter Web App";253;668;"Jul 7, 2020";1:16 PM;"São Paulo";"Piraju"
"Unknown";"unknown";1834;"Not Rated";;"#UseAmarelo";6;"Twitter for Android";1834;841;"Jul 7, 2020";1:16 PM;;
"Argentina";"Lithuanian";643;"Not Rated";;"#useamarelo";5;"Twitter for Android";643;804;"Jul 7, 2020";1:16 PM;"Formosa";"Estanislao del Campo"
"Brazil";"unknown";130;"Not Rated";;"#useamarelo";2;"Twitter for iPhone";130;219;"Jul 7, 2020";1:16 PM;"São Paulo";"Santo André"
"Brazil";"Portuguese";1282;"Negative";"melhores médicos";"#useamarelo";6;"Twitter for iPhone";1282;1064;"Jul 7, 2020";1:16 PM;"Paraná";"Curitiba"
"Brazil";"Portuguese";33;"Neutral";;"#useamarelo";3;"Twitter for iPhone";33;45;"Jul 7, 2020";1:16 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";6884;"Positive";;"#useamarelo";7;"Twitter for Android";6884;3628;"Jul 7, 2020";1:15 PM;"Santa Catarina";"Criciúma"
"Brazil";"English";261;"Negative";"diagnosis,hydroxychloroquine,possible treatment";"#useamarelo";5;"Twitter for Android";261;74;"Jul 7, 2020";1:15 PM;;
"Sri Lanka";"Portuguese";602;"Positive";;"#UseAmarelo";5;"Twitter for Android";602;335;"Jul 7, 2020";1:15 PM;"Uva";"Badulla"
"Brazil";"Portuguese";993;"Positive";"primeiro resultado positivo";"#useamarelo";6;"Twitter for Android";993;589;"Jul 7, 2020";1:14 PM;"Pará";"Belém"
"Unknown";"unknown";590;"Not Rated";;"#UseAmarelo";5;"Twitter for Android";590;710;"Jul 7, 2020";1:14 PM;;
"Unknown";"Portuguese";3;"Neutral";;"#useamarelo";1;"Twitter for Android";3;19;"Jul 7, 2020";1:14 PM;;
"Central African Republic";"unknown";179;"Not Rated";;"#useamarelo";3;"Twitter Web App";179;267;"Jul 7, 2020";1:14 PM;"Mambéré-Kadéï";"Carnot"
"Brazil";"Portuguese";5;"Neutral";;"#UseAmarelo";1;"Instagram";5;104;"Jul 7, 2020";1:13 PM;"São Paulo";"Santos"
"Brazil";"Portuguese";147;"Neutral";;"#useamarelo";4;"Twitter Web App";147;679;"Jul 7, 2020";1:13 PM;"Mato Grosso";
"Brazil";"Portuguese";1203;"Neutral";;"#useamarelo";6;"Twitter for Android";1203;2502;"Jul 7, 2020";1:12 PM;"São Paulo";"São Paulo"
"Unknown";"unknown";159;"Not Rated";;"#useamarelo";4;"Twitter for Android";159;182;"Jul 7, 2020";1:12 PM;;
"Brazil";"Portuguese";37;"Positive";;"#useamarelo";2;"Twitter for Android";37;1056;"Jul 7, 2020";1:12 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";3110;"Neutral";;"#useamarelo";6;"Twitter for Android";3110;4590;"Jul 7, 2020";1:12 PM;"Mato Grosso";
"Unknown";"Portuguese";887;"Neutral";"Folha ancap fodase,foto de perfil";"#UseAmarelo";5;"Twitter for Android";887;821;"Jul 7, 2020";1:12 PM;;
"Brazil";"Portuguese";540;"Neutral";;"#useamarelo";5;"Twitter for Android";540;2018;"Jul 7, 2020";1:11 PM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";443;"Positive";;"#useamarelo";5;"Twitter for Android";443;572;"Jul 7, 2020";1:11 PM;;
"United States";"Portuguese";1282;"Positive";;"#useamarelo";6;"Twitter for Android";1282;439;"Jul 7, 2020";1:11 PM;"Pennsylvania";"Hop Bottom"
"United States";"Portuguese";258;"Neutral";;"#useamarelo";5;"TweetDeck";258;191;"Jul 7, 2020";1:11 PM;"Delaware";
"Germany";"Portuguese";3371;"Positive";"foto KKKKKK";"#useamarelo";7;"Twitter Web App";3371;778;"Jul 7, 2020";1:10 PM;"North Rhine-Westphalia";"Bielefeld"
"Unknown";"Portuguese";295;"Negative";;"#useamarelo";4;"Twitter for Android";295;321;"Jul 7, 2020";1:10 PM;;
"Brazil";"Portuguese";446;"Positive";;"#useamarelo";5;"Twitter for Android";446;103;"Jul 7, 2020";1:10 PM;"Rio de Janeiro";"Niterói"
"Argentina";"Portuguese";7477;"Neutral";;"#useamarelo";8;"Twitter for Android";7477;2570;"Jul 7, 2020";1:10 PM;"Santa Fe";"Rosario"
"Unknown";"English";195;"Negative";"diagnosis,hydroxychloroquine,possible treatment";"#useamarelo";4;"Twitter Web App";195;143;"Jul 7, 2020";1:10 PM;;
"Unknown";"unknown";100;"Not Rated";;"#useamarelo";3;"Twitter for Android";100;123;"Jul 7, 2020";1:09 PM;;
"Unknown";"Portuguese";45640;"Neutral";;"#useamarelo";9;"Twitter Web App";45640;214;"Jul 7, 2020";1:09 PM;;
"Spain";"Portuguese";2429;"Neutral";;"#useamarelo";6;"Twitter Web App";2429;2280;"Jul 7, 2020";1:09 PM;"Madrid";"Madrid"
"Brazil";"Portuguese";286;"Negative";"velho burro do caralho";"#useamarelo";4;"Twitter for Android";286;497;"Jul 7, 2020";1:08 PM;"Pernambuco";"Recife"
"Sri Lanka";"Portuguese";2594;"Negative";;"#useamarelo";7;"Twitter for Android";2594;862;"Jul 7, 2020";1:08 PM;"Western";"Ja Ela"
"Brazil";"Portuguese";108;"Neutral";;"#useamarelo";4;"Twitter for iPhone";108;196;"Jul 7, 2020";1:08 PM;"São Paulo";"São Paulo"
"Brazil";"unknown";910;"Not Rated";;"#useamarelo";6;"Twitter for Android";910;478;"Jul 7, 2020";1:08 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";20;"Negative";"isolamento social,politica de combate";"#useamarelo";2;"Twitter for Android";20;61;"Jul 7, 2020";1:08 PM;;
"Unknown";"Portuguese";166;"Neutral";;"#UseAmarelo";4;"Twitter for Android";166;166;"Jul 7, 2020";1:08 PM;;
"Unknown";"unknown";3654;"Not Rated";;"#useamarelo";7;"Twitter for Android";3654;2712;"Jul 7, 2020";1:08 PM;;
"Brazil";"Portuguese";992;"Negative";"isolamento social,politica de combate";"#useamarelo";6;"Twitter for Android";992;772;"Jul 7, 2020";1:08 PM;"Pernambuco";"Recife"
"Unknown";"Portuguese";414;"Negative";;"#useamarelo";5;"Twitter Web App";414;527;"Jul 7, 2020";1:08 PM;;
"Unknown";"Italian";321;"Positive";;"#useamarelo";4;"Twitter Web App";321;1530;"Jul 7, 2020";1:07 PM;;
"Brazil";"Portuguese";835;"Negative";;"#useamarelo";5;"Twitter for Android";835;1165;"Jul 7, 2020";1:07 PM;"Mato Grosso";
"Unknown";"Portuguese";348;"Neutral";;"#useamarelo";5;"Twitter for iPhone";348;808;"Jul 7, 2020";1:07 PM;;
"United States";"unknown";4605;"Not Rated";;"#useamarelo";7;"Twitter Web App";4605;3971;"Jul 7, 2020";1:07 PM;"New Jersey";"Far Hills"
"Brazil";"Portuguese";427;"Positive";;"#useamarelo";5;"Twitter for iPad";427;446;"Jul 7, 2020";1:07 PM;"Ceará";"Fortaleza"
"Sri Lanka";"unknown";4544;"Not Rated";;"#useamarelo";7;"Twitter for iPhone";4544;2584;"Jul 7, 2020";1:07 PM;"Uva";"Badulla"
"Brazil";"Portuguese";581;"Positive";;"#useamarelo";5;"Twitter Web App";581;538;"Jul 7, 2020";1:07 PM;"São Paulo";"São Paulo"
"Brazil";"Vietnamese";107;"Not Rated";;"#useamarelo";3;"Twitter Web App";107;836;"Jul 7, 2020";1:07 PM;"São Paulo";"Sorocaba"
"United Kingdom";"Portuguese";63;"Negative";;"#useamarelo";3;"Twitter for Android";63;323;"Jul 7, 2020";1:07 PM;"England";"West Bromwich"
"Brazil";"Portuguese";700;"Positive";;"#useamarelo";5;"Twitter for Android";700;701;"Jul 7, 2020";1:07 PM;"Espírito Santo";"Vila Velha"
"Portugal";"Portuguese";4190;"Negative";;"#useamarelo";7;"Twitter for iPhone";4190;4175;"Jul 7, 2020";1:06 PM;"Porto";"Porto"
"Brazil";"Portuguese";435;"Neutral";"foto de perfil,poder popular";"#UseAmarelo";5;"Twitter for Android";435;532;"Jul 7, 2020";1:06 PM;"São Paulo";"Franca"
"Brazil";"Portuguese";1708;"Neutral";;"#useamarelo";6;"Twitter for Android";1708;930;"Jul 7, 2020";1:06 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";5175;"Neutral";;"#useamarelo";7;"Twitter for iPhone";5175;1993;"Jul 7, 2020";1:05 PM;;
"Unknown";"unknown";158;"Not Rated";;"#useamarelo";4;"Twitter for iPhone";158;143;"Jul 7, 2020";1:05 PM;;
"Iceland";"Indonesian";3003;"Not Rated";;"#useamarelo";7;"Twitter Web App";3003;892;"Jul 7, 2020";1:05 PM;;
"Brazil";"Portuguese";190;"Neutral";"aula de semiótica";"#useamarelo";4;"Twitter for Android";190;266;"Jul 7, 2020";1:05 PM;"São Paulo";"Presidente Epitácio"
"Brazil";"unknown";633;"Not Rated";;"#useamarelo";5;"Twitter for Android";633;550;"Jul 7, 2020";1:05 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";120;"Positive";;"#useamarelo";3;"Twitter for Android";120;247;"Jul 7, 2020";1:04 PM;"Santa Catarina";"Florianópolis"
"Brazil";"Portuguese";499;"Positive";"cenas dos próximos,teorias de conspiração";"#useamarelo";5;"Twitter for Android";499;637;"Jul 7, 2020";1:04 PM;"Santa Catarina";"Criciúma"
"Unknown";"Portuguese";19;"Negative";;"#useamarelo";2;"Twitter Web App";19;47;"Jul 7, 2020";1:04 PM;;
"Brazil";"Portuguese";808;"Neutral";;"#useamarelo";5;"Twitter for iPhone";808;965;"Jul 7, 2020";1:04 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";57;"Neutral";;"#useamarelo";3;"Twitter for iPhone";57;332;"Jul 7, 2020";1:03 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";545;"Neutral";;"#useamarelo";5;"Twitter Web App";545;518;"Jul 7, 2020";1:03 PM;"Rio de Janeiro";"Duque de Caxias"
"Unknown";"Portuguese";2170;"Positive";"forças covid";"#useamarelo";7;"Twitter for iPhone";2170;931;"Jul 7, 2020";1:03 PM;;
"Brazil";"Portuguese";899;"Negative";"grande coisa,vaso ruim";"#useamarelo";6;"Twitter for Android";899;211;"Jul 7, 2020";1:03 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";3232;"Neutral";;"#useamarelo";7;"Twitter Web App";3232;820;"Jul 7, 2020";1:03 PM;"Roraima";"Boa Vista"
"Unknown";"Portuguese";1364;"Negative";"cara de golpe";"#useamarelo";6;"Twitter for Android";1364;524;"Jul 7, 2020";1:03 PM;;
"Brazil";"English";3232;"Negative";"diagnosis,hydroxychloroquine,possible treatment";"#useamarelo";7;"Twitter Web App";3232;820;"Jul 7, 2020";1:03 PM;"Roraima";"Boa Vista"
"Unknown";"Portuguese";585;"Positive";;"#useamarelo";5;"Twitter for iPhone";585;408;"Jul 7, 2020";1:03 PM;;
"Argentina";"Portuguese";440;"Neutral";;"#useamarelo";5;"Twitter for Android";440;389;"Jul 7, 2020";1:03 PM;"Cordoba";"Alta Gracia"
"Unknown";"Portuguese";76;"Negative";"isolamento social,politica de combate";"#useamarelo";3;"Twitter for iPhone";76;926;"Jul 7, 2020";1:02 PM;;
"Brazil";"unknown";37;"Not Rated";;"#useamarelo";2;"Twitter for Android";37;199;"Jul 7, 2020";1:02 PM;"Paraíba";
"Brazil";"Portuguese";189;"Neutral";;"#useamarelo";4;"Twitter for Android";189;876;"Jul 7, 2020";1:02 PM;"Mato Grosso";
"Brazil";"Portuguese";0;"Neutral";;"#useamarelo";;"Twitter for Android";;49;"Jul 7, 2020";1:02 PM;"Santa Catarina";"Joinville"
"Brazil";"Portuguese";2150;"Positive";;"#useamarelo";7;"Twitter for iPhone";2150;890;"Jul 7, 2020";1:02 PM;"Pará";"Belém"
"Brazil";"Portuguese";146;"Positive";;"#useamarelo";4;"Twitter Web App";146;211;"Jul 7, 2020";1:01 PM;"Mato Grosso";
"Brazil";"Portuguese";267;"Neutral";;"#useamarelo";5;"Twitter Web App";267;46;"Jul 7, 2020";1:01 PM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"English";785;"Negative";"mind";"#useamarelo";6;"Twitter for Android";785;395;"Jul 7, 2020";1:01 PM;;
"Brazil";"Portuguese";4850;"Positive";;"#useamarelo";7;"Twitter for iPhone";4850;1020;"Jul 7, 2020";1:01 PM;"Federal District";"Brasília"
"Brazil";"Portuguese";2409;"Neutral";;"#useamarelo";6;"Twitter for Android";2409;4209;"Jul 7, 2020";1:01 PM;"Rio Grande do Sul";"Rio Grande"
"Unknown";"Portuguese";451;"Neutral";"grande mentira,histórico de atleta do alecrim dourado";"#useamarelo";5;"Twitter for iPhone";451;405;"Jul 7, 2020";1:01 PM;;
"Afghanistan";"unknown";215;"Not Rated";;"#useamarelo";4;"Twitter for Android";215;433;"Jul 7, 2020";1:01 PM;"Oruzgan";
"Unknown";"Portuguese";223;"Negative";;"#useamarelo";5;"Twitter for Android";223;43;"Jul 7, 2020";1:01 PM;;
"Unknown";"English";416;"Positive";"life";"#useamarelo";5;"Twitter Web App";416;160;"Jul 7, 2020";1:01 PM;;
"Brazil";"Portuguese";4164;"Positive";;"#useamarelo";7;"Twitter for iPhone";4164;2679;"Jul 7, 2020";1:01 PM;"Mato Grosso";
"Unknown";"Portuguese";230;"Neutral";;"#useamarelo";4;"Twitter Web App";230;820;"Jul 7, 2020";1:00 PM;;
"Brazil";"Portuguese";3375;"Negative";;"#useamarelo";7;"Twitter Web App";3375;524;"Jul 7, 2020";1:00 PM;"Paraná";"Curitiba"
"United States";"Portuguese";383;"Negative";;"#useamarelo";5;"Twitter for iPhone";383;211;"Jul 7, 2020";1:00 PM;"Indiana";"Brazil"
"Brazil";"Portuguese";519;"Neutral";;"#useamarelo";5;"Twitter Web App";519;173;"Jul 7, 2020";1:00 PM;"São Paulo";"São Bernardo do Campo"
"Brazil";"German";15;"Neutral";;"#useamarelo";2;"Twitter for Android";15;159;"Jul 7, 2020";12:59 PM;"Mato Grosso";
"Brazil";"Italian";456;"Negative";;"#useamarelo";5;"Twitter Web App";456;936;"Jul 7, 2020";12:59 PM;"São Paulo";"São Carlos"
"Brazil";"Portuguese";71;"Negative";;"#useamarelo";3;"Twitter Web App";71;292;"Jul 7, 2020";12:59 PM;"Minas Gerais";"Betim"
"El Salvador";"unknown";177;"Not Rated";;"#UseAmarelo";4;"Twitter for Android";177;285;"Jul 7, 2020";12:59 PM;"Cuscatlán";"San Martín"
"Andorra";"unknown";46;"Not Rated";;"#useamarelo";3;"Twitter for Android";46;213;"Jul 7, 2020";12:59 PM;"Andorra la Vella";"Andorra la Vella"
"United States";"unknown";589;"Not Rated";;"#useamarelo";5;"Twitter for Android";589;387;"Jul 7, 2020";12:59 PM;"Louisiana";"Lake Charles"
"Brazil";"Portuguese";1306;"Neutral";;"#useamarelo";6;"Twitter Web App";1306;2602;"Jul 7, 2020";12:59 PM;"Mato Grosso";
"Timor-Leste";"Portuguese";1315;"Positive";;"#useamarelo";6;"Twitter for Android";1315;968;"Jul 7, 2020";12:59 PM;"Manufahi";
"Brazil";"Portuguese";12971;"Neutral";;"#useamarelo";8;"Twitter for iPhone";12971;1037;"Jul 7, 2020";12:58 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";48;"Neutral";;"#useamarelo";3;"Twitter for iPhone";48;102;"Jul 7, 2020";12:58 PM;"Santa Catarina";
"Unknown";"Portuguese";15976;"Positive";;"#useamarelo";8;"Twitter for Android";15976;1322;"Jul 7, 2020";12:58 PM;;
"Unknown";"Portuguese";815;"Neutral";;"#useamarelo";6;"Twitter for iPhone";815;417;"Jul 7, 2020";12:58 PM;;
"Unknown";"Portuguese";204;"Neutral";;"#useamarelo";4;"Twitter Web App";204;71;"Jul 7, 2020";12:58 PM;;
"Unknown";"English";1003;"Negative";"diagnosis,hydroxychloroquine,possible treatment";"#useamarelo";6;"Twitter for iPhone";1003;703;"Jul 7, 2020";12:58 PM;;
"Brazil";"Portuguese";215;"Neutral";;"#useamarelo";4;"Twitter for Android";215;660;"Jul 7, 2020";12:57 PM;"Mato Grosso";
"Unknown";"Portuguese";64;"Positive";;"#useamarelo";3;"Twitter for Android";64;197;"Jul 7, 2020";12:57 PM;;
"Brazil";"Portuguese";453;"Negative";"bolsa de colostomia,primeiro teste ñ queria,sábios caboclos";"#useamarelo";5;"Twitter for Android";453;635;"Jul 7, 2020";12:57 PM;"Mato Grosso";
"Brazil";"Portuguese";130;"Negative";;"#useamarelo";4;"Twitter for iPhone";130;426;"Jul 7, 2020";12:57 PM;"Mato Grosso";
"Argentina";"Spanish / Castilian";386;"Positive";;"#useamarelo";5;"Twitter for Android";386;1101;"Jul 7, 2020";12:57 PM;"Cordoba";"General Levalle"
"Unknown";"Portuguese";4;"Positive";;"#useamarelo";1;"Twitter for Android";4;73;"Jul 7, 2020";12:56 PM;;
"Unknown";"English";64;"Positive";"GODS TIMING";"#useamarelo";3;"Twitter for Android";64;197;"Jul 7, 2020";12:56 PM;;
"Unknown";"Portuguese";144;"Positive";;"#useamarelo";3;"Twitter for Android";144;127;"Jul 7, 2020";12:55 PM;;
"Brazil";"Portuguese";372;"Positive";;"#UseAmarelo";5;"Twitter Web App";372;2408;"Jul 7, 2020";12:55 PM;"Federal District";"Brasília"
"Brazil";"Portuguese";0;"Positive";"bom msm,histórico de atleta";"#useamarelo";;"Twitter for Android";;80;"Jul 7, 2020";12:55 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";866;"Positive";;"#useamarelo";5;"Twitter for iPhone";866;785;"Jul 7, 2020";12:55 PM;"Rio Grande do Sul";"Porto Alegre"
"Unknown";"Portuguese";623;"Positive";;"#useamarelo";5;"Twitter for Android";623;591;"Jul 7, 2020";12:55 PM;;
"United States";"Portuguese";216;"Neutral";;"#useamarelo";4;"Twitter Web App";216;223;"Jul 7, 2020";12:54 PM;"California";"Ventura"
"Sri Lanka";"English";768;"Negative";"diagnosis,hydroxychloroquine,possible treatment";"#useamarelo";5;"Twitter for Android";768;559;"Jul 7, 2020";12:54 PM;"Western";"Ja Ela"
"Unknown";"Portuguese";1875;"Negative";"bolsa de colostomia,primeiro teste ñ queria,sábios caboclos";"#useamarelo";6;"Twitter for Android";1875;2211;"Jul 7, 2020";12:54 PM;;
"Unknown";"Portuguese";404;"Negative";"isolamento social,politica de combate";"#useamarelo";5;"Twitter for iPhone";404;1422;"Jul 7, 2020";12:54 PM;;
"Brazil";"Portuguese";561;"Negative";;"#useamarelo";5;"Twitter for Android";561;911;"Jul 7, 2020";12:54 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";97;"Negative";;"#useamarelo";3;"TweetDeck";97;1276;"Jul 7, 2020";12:54 PM;;
"Brazil";"Portuguese";407;"Neutral";;"#useamarelo";5;"Twitter for iPhone";407;187;"Jul 7, 2020";12:54 PM;"Federal District";
"Brazil";"Portuguese";2226;"Neutral";;"#useamarelo";6;"Twitter for Android";2226;2184;"Jul 7, 2020";12:54 PM;"Mato Grosso";
"Brazil";"Portuguese";251;"Neutral";;"#useamarelo";4;"Twitter for Android";251;274;"Jul 7, 2020";12:54 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";467;"Negative";;"#useamarelo";5;"Twitter for iPhone";467;254;"Jul 7, 2020";12:54 PM;;
"Unknown";"unknown";102;"Not Rated";;"#UseAmarelo";4;"Twitter for iPhone";102;294;"Jul 7, 2020";12:54 PM;;
"Unknown";"Portuguese";1612;"Neutral";;"#useamarelo";6;"Twitter Web App";1612;978;"Jul 7, 2020";12:54 PM;;
"Brazil";"Portuguese";494;"Negative";;"#useamarelo";5;"Twitter for Android";494;295;"Jul 7, 2020";12:54 PM;"Paraná";"Alto Paraná"
"Brazil";"unknown";287;"Not Rated";;"#useamarelo";5;"Twitter for iPhone";287;248;"Jul 7, 2020";12:53 PM;"Minas Gerais";"Nova Lima"
"Portugal";"Portuguese";472;"Negative";;"#useamarelo";5;"Twitter for iPhone";472;655;"Jul 7, 2020";12:53 PM;"Lisbon";"Vialonga"
"Unknown";"Portuguese";69;"Negative";;"#useamarelo";3;"Twitter for iPhone";69;212;"Jul 7, 2020";12:53 PM;;
"Mainland China";"Portuguese";1333;"Positive";;"#useamarelo";6;"Twitter for Android";1333;190;"Jul 7, 2020";12:53 PM;"Liaoning";"Shenyang"
"Brazil";"Portuguese";676;"Neutral";;"#useamarelo";5;"Twitter for Android";676;4991;"Jul 7, 2020";12:53 PM;"Ceará";"Fortaleza"
"Unknown";"Portuguese";8;"Neutral";;"#useamarelo";1;"Twitter for Android";8;490;"Jul 7, 2020";12:53 PM;;
"Brazil";"Portuguese";357;"Positive";;"#useamarelo";5;"Twitter Web App";357;978;"Jul 7, 2020";12:52 PM;"Santa Catarina";
"Brazil";"Portuguese";199;"Negative";;"#useamarelo";4;"Twitter for Android";199;200;"Jul 7, 2020";12:52 PM;"Mato Grosso";
"Brazil";"Portuguese";1279;"Positive";;"#useamarelo";6;"Twitter for Android";1279;992;"Jul 7, 2020";12:52 PM;"Paraíba";"João Pessoa"
"Brazil";"Lithuanian";568;"Not Rated";;"#useamarelo";5;"Twitter for Android";568;1089;"Jul 7, 2020";12:52 PM;"Mato Grosso";
"Brazil";"Portuguese";702;"Negative";;"#useamarelo";5;"Twitter for iPhone";702;1387;"Jul 7, 2020";12:52 PM;"Mato Grosso";
"Unknown";"Portuguese";5251;"Positive";;"#useamarelo";7;"TweetDeck";5251;2536;"Jul 7, 2020";12:52 PM;;
"Unknown";"Portuguese";558;"Negative";"hidroxicloroquina no povo,truqueiro bagarai";"#useamarelo";5;"Twitter for Android";558;515;"Jul 7, 2020";12:52 PM;;
"Brazil";"English";3824;"Negative";;"#useamarelo";7;"Twitter Web App";3824;2833;"Jul 7, 2020";12:52 PM;"São Paulo";"São Paulo"
"Unknown";"English";497;"Neutral";"chloroquine,death,thousands of lives";"#useamarelo";5;"Twitter for Android";497;1027;"Jul 7, 2020";12:52 PM;;
"Brazil";"unknown";17;"Not Rated";;"#useamarelo";2;"Twitter for Android";17;115;"Jul 7, 2020";12:52 PM;"Santa Catarina";"Florianópolis"
"Brazil";"Portuguese";491;"Negative";;"#useamarelo";5;"Twitter for Android";491;332;"Jul 7, 2020";12:51 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";129;"Negative";;"#useamarelo";4;"Twitter for Android";129;367;"Jul 7, 2020";12:51 PM;"Goiás";"Vianópolis"
"Cuba";"Portuguese";3547;"Positive";;"#useamarelo";7;"Twitter for Android";3547;1046;"Jul 7, 2020";12:51 PM;"Sancti Spíritus";"Guayos"
"Unknown";"Portuguese";404;"Neutral";;"#useamarelo";5;"Twitter for iPhone";404;624;"Jul 7, 2020";12:51 PM;;
"Unknown";"Portuguese";230;"Positive";;"#useamarelo";4;"Twitter for Android";230;712;"Jul 7, 2020";12:51 PM;;
"Brazil";"English";179;"Negative";"diagnosis,hydroxychloroquine,possible treatment";"#useamarelo";4;"Twitter for Android";179;453;"Jul 7, 2020";12:51 PM;"Santa Catarina";
"Unknown";"Portuguese";436;"Negative";"velho seboso";"#useamarelo";5;"Twitter for iPhone";436;421;"Jul 7, 2020";12:51 PM;;
"Unknown";"Portuguese";657;"Positive";;"#useamarelo";5;"Twitter for iPhone";657;496;"Jul 7, 2020";12:50 PM;;
"Argentina";"Portuguese";1956;"Neutral";;"#useamarelo";6;"Twitter for Android";1956;2068;"Jul 7, 2020";12:50 PM;"Buenos Aires F.D.";"Colegiales"
"Unknown";"Portuguese";3753;"Negative";;"#useamarelo";7;"Twitter for iPhone";3753;4396;"Jul 7, 2020";12:50 PM;;
"El Salvador";"Portuguese";168;"Positive";"boa espero";"#useamarelo";4;"Twitter Web App";168;228;"Jul 7, 2020";12:50 PM;"Cuscatlán";"San Martín"
"Brazil";"Portuguese";2337;"Negative";"cuestão do coronavírus,fantasia da grande";"#useamarelo";7;"Twitter Web App";2337;534;"Jul 7, 2020";12:50 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";1002;"Negative";"mãos coronavirus";"#useamarelo";6;"Twitter for iPhone";1002;782;"Jul 7, 2020";12:50 PM;"São Paulo";"Mogi das Cruzes"
"Italy";"Portuguese";433;"Positive";;"#useamarelo";5;"Twitter for Android";433;1008;"Jul 7, 2020";12:50 PM;"Calabria";"Mileto"
"Brazil";"English";163;"Negative";"diagnosis,hydroxychloroquine,possible treatment";"#useamarelo";4;"Twitter Web App";163;576;"Jul 7, 2020";12:50 PM;;
"Portugal";"Portuguese";2720;"Neutral";;"#useamarelo";7;"Twitter for Android";2720;1980;"Jul 7, 2020";12:50 PM;"Lisbon";"Vialonga"
"Brazil";"Portuguese";582;"Neutral";;"#useamarelo";5;"Twitter for iPhone";582;2538;"Jul 7, 2020";12:50 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";405;"Negative";"isolamento social,politica de combate";"#useamarelo";5;"Twitter for Android";405;390;"Jul 7, 2020";12:49 PM;"Pernambuco";"Jaboatão dos Guararapes"
"Unknown";"Portuguese";1251;"Negative";;"#useamarelo";6;"Twitter for Android";1251;1567;"Jul 7, 2020";12:49 PM;;
"United States";"Portuguese";175;"Positive";;"#useamarelo";4;"Twitter for iPhone";175;287;"Jul 7, 2020";12:49 PM;"Kansas";
"Argentina";"Spanish / Castilian";11639;"Negative";;"#useamarelo";8;"Twitter Web App";11639;7986;"Jul 7, 2020";12:49 PM;"Cordoba";
"Unknown";"Portuguese";1804;"Negative";"consequências disso,remédio milagroso";"#useamarelo";6;"Twitter for Android";1804;1716;"Jul 7, 2020";12:49 PM;;
